"","index","province","name","position","link"
"212",212,"云南","阮成发","常委、常务副省长<U+00A0>","http://district.ce.cn/newarea/sddy/201701/22/t20170122_19782874_1.shtml"
"213",213,"云南","李秀领","副省长","http://district.ce.cn/newarea/sddy/201611/01/t20161101_17416394.shtml"
"214",214,"云南","张祖林","中央候补委员，常委、宣传部长","http://district.ce.cn/newarea/sddy/201409/10/t20140910_3508975_1.shtml"
"215",215,"云南","宗国英","常委、常务副省长<U+00A0>","http://district.ce.cn/newarea/sddy/201703/31/t20170331_21644900.shtml"
"216",216,"云南","陆俊华","常委、省纪委书记","http://district.ce.cn/newarea/sddy/201701/04/t20170104_19391440.shtml"
"217",217,"云南","程连元","副省长","http://district.ce.cn/newarea/sddy/201603/23/t20160323_9726271.shtml"
"218",218,"云南","李小三","常委、组织部长","http://district.ce.cn/newarea/sddy/201605/10/t20160510_11402105.shtml"
"219",219,"云南","刘慧晏","常委、秘书长<U+00A0>","http://district.ce.cn/newarea/sddy/201707/03/t20170703_23990466_1.shtml"
"220",220,"云南","张太原","常委、政法委书记","http://district.ce.cn/newarea/sddy/201707/03/t20170703_23990466_2.shtml"
"221",221,"云南","杨宁","常委、统战部长","http://district.ce.cn/newarea/sddy/201701/22/t20170122_19797408_1.shtml"
"222",222,"云南","李文荣","常委、曲靖市委书记","http://district.ce.cn/newarea/sddy/201612/23/t20161223_19060001_11.shtml"
"223",223,"西藏","齐扎拉","党委书记","http://district.ce.cn/newarea/sddy/201701/17/t20170117_19652805_1.shtml"
"224",224,"西藏","庄严","中央候补委员，副书记、区人大主任","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23673732.shtml"
"225",225,"西藏","齐扎拉","副书记、主席","http://district.ce.cn/newarea/sddy/201701/17/t20170117_19652805_1.shtml"
"226",226,"西藏","丁业现","常务副书记，区政协党组书记<U+00A0>","http://district.ce.cn/newarea/sddy/201706/15/t20170615_23640073_1.shtml"
"227",227,"西藏","庄严","副主席","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23673732.shtml"
"228",228,"西藏","罗布顿珠","常委、常务副主席","http://district.ce.cn/newarea/sddy/201704/25/t20170425_22320174_1.shtml"
"229",229,"西藏","旦科","副主席","http://district.ce.cn/newarea/sddy/201701/14/t20170114_19602991.shtml"
"230",230,"西藏","王拥军","副主席","http://district.ce.cn/newarea/sddy/201611/19/t20161119_17948417_8.shtml"
"231",231,"西藏","曾万明","常委、组织部长","http://district.ce.cn/newarea/sddy/201611/19/t20161119_17948417_9.shtml"
"232",232,"西藏","姜杰","常委、常务副主席","http://district.ce.cn/newarea/sddy/201705/18/t20170518_22959177.shtml"
"233",233,"西藏","边巴扎西","常委、宣传部长、区互联网党工委书记","http://district.ce.cn/newarea/sddy/201706/22/t20170622_23810605.shtml"
"234",234,"西藏","何文浩","常委、政法委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201703/01/t20170301_20606353_2.shtml"
"235",235,"西藏","白玛旺堆","常委，拉萨市委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201701/17/t20170117_19652805.shtml"
"236",236,"西藏","张延清","副主席，日喀则市委书记","http://district.ce.cn/newarea/sddy/201707/28/t20170728_24591901.shtml"
"237",237,"陕西","胡和平","中央候补委员，书记、省人大主任","http://district.ce.cn/newarea/sddy/201604/27/t20160427_10974621_1.shtml"
"238",238,"陕西","胡和平","常委、常务副省长","http://district.ce.cn/newarea/sddy/201705/11/t20170511_22732605_1.shtml"
"239",239,"陕西","毛万春","中央委员，副书记<U+00A0>","http://district.ce.cn/newarea/sddy/201705/11/t20170511_22732605_2.shtml"
"240",240,"陕西","贺荣","常委、纪委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201705/11/t20170511_22732605_3.shtml"
"241",241,"陕西","张广智","副省长","http://district.ce.cn/newarea/sddy/201705/11/t20170511_22732605_4.shtml"
"242",242,"陕西","梁桂","常委、常务副省长","http://district.ce.cn/newarea/sddy/201705/11/t20170511_22732605_5.shtml"
"243",243,"陕西","徐新荣","常委、延安市委书记","http://district.ce.cn/newarea/sddy/201705/11/t20170511_22732605_6.shtml"
"244",244,"陕西","王永康","常委、西安市委书记","http://district.ce.cn/newarea/sddy/201705/11/t20170511_22732605_7.shtml"
"245",245,"陕西","庄长兴","常委、宣传部长","http://district.ce.cn/newarea/sddy/201705/25/t20170525_23207524.shtml"
"246",246,"陕西","杜航伟","常委、副省长、政法委书记","http://district.ce.cn/newarea/sddy/201707/27/t20170727_24541406_1.shtml"
"247",247,"陕西","姜锋","常委、副省长、统战部长<U+00A0>","http://district.ce.cn/newarea/sddy/201705/17/t20170517_22945168.shtml"
"248",248,"陕西","钱引安","常委、秘书长","http://district.ce.cn/newarea/sddy/201706/07/t20170607_23490865_1.shtml"
"249",249,"甘肃","林铎","中央候补委员，书记、省人大主任<U+00A0>","http://district.ce.cn/newarea/sddy/201705/27/t20170527_23268219.shtml"
"250",250,"甘肃","唐仁健","副书记、省长","http://district.ce.cn/newarea/sddy/201705/27/t20170527_23268219_1.shtml"
"251",251,"甘肃","孙伟<U+00A0>","副书记<U+00A0>","http://district.ce.cn/newarea/sddy/201705/27/t20170527_23268219_2.shtml"
"252",252,"甘肃","李荣灿","常委、兰州市委书记","http://district.ce.cn/newarea/sddy/201705/27/t20170527_23268219_3.shtml"
"253",253,"甘肃","马廷礼","常委、统战部长","http://district.ce.cn/newarea/sddy/201706/08/t20170608_23509756.shtml"
"254",254,"甘肃","刘昌林","常委、纪委书记","http://district.ce.cn/newarea/sddy/201701/07/t20170107_19449441.shtml"
"255",255,"甘肃","梁言顺","常委、组织部长","http://district.ce.cn/newarea/sddy/201706/09/t20170609_23539806_1.shtml"
"256",256,"甘肃","黄强","常委、常务副省长<U+00A0>","http://district.ce.cn/newarea/sddy/201705/27/t20170527_23268219_7.shtml"
"257",257,"甘肃","宋亮<U+00A0>","常委、副省长","http://district.ce.cn/newarea/sddy/201705/27/t20170527_23268219_8.shtml"
"258",258,"甘肃","陈青","常委、宣传部长","http://district.ce.cn/newarea/sddy/201707/19/t20170719_24302359_1.shtml"
"259",259,"甘肃","王嘉毅","常委、秘书长","http://district.ce.cn/newarea/sddy/201706/09/t20170609_23539475.shtml"
"260",260,"青海","王国生","中央委员，书记，人大主任","http://district.ce.cn/newarea/sddy/201705/26/t20170526_23258151.shtml"
"261",261,"青海","王建军","中央候补委员，副书记、省长","http://district.ce.cn/newarea/sddy/201708/11/t20170811_24961408_1.shtml"
"262",262,"青海","刘宁","副书记、政法委书记","http://district.ce.cn/newarea/sddy/201708/23/t20170823_25251733.shtml"
"263",263,"青海","王晓","常委、西宁市委书记","http://district.ce.cn/newarea/sddy/201705/26/t20170526_23258151_3.shtml"
"264",264,"青海","公保扎西","中央候补委员，常委、统战部长","http://district.ce.cn/newarea/sddy/201705/26/t20170526_23258151_4.shtml"
"265",265,"青海","滕佳材","常委、纪委书记","http://district.ce.cn/newarea/sddy/201705/26/t20170526_23258151_5.shtml"
"266",266,"青海","张西明","常委、宣传部长","http://district.ce.cn/newarea/sddy/201705/26/t20170526_23258151_6.shtml"
"267",267,"青海","王予波","常委、副省长<U+00A0>","http://district.ce.cn/newarea/sddy/201708/29/t20170829_25491288.shtml"
"268",268,"青海","严金海<U+00A0>","常委、副省长<U+00A0>","http://district.ce.cn/newarea/sddy/201705/26/t20170526_23258151_9.shtml"
"269",269,"青海","王宇燕","常委、组织部长","http://district.ce.cn/newarea/sddy/201707/28/t20170728_24561339.shtml"
"270",270,"青海","于丛乐","常委、秘书长","http://district.ce.cn/newarea/sddy/201708/11/t20170811_24961408.shtml"
"271",271,"青海","马吉孝<U+00A0>","常委","http://district.ce.cn/newarea/sddy/201708/30/t20170830_25514943_1.shtml"
"272",272,"新疆","陈全国","中央委员，党委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201611/02/t20161102_17462124.shtml"
"273",273,"新疆","雪克来提·扎克尔","副书记、政府主席","http://district.ce.cn/newarea/sddy/201611/02/t20161102_17462124_1.shtml"
"274",274,"新疆","孙金龙","中央候补委员，副书记、","http://district.ce.cn/newarea/sddy/201611/02/t20161102_17462124_2.shtml"
"275",275,"新疆","朱昌杰","副主席","http://district.ce.cn/newarea/sddy/201702/27/t20170227_20537015_1.shtml"
"276",276,"新疆","朱海仑","副书记，政法委书记，网信党工委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201611/28/t20161128_18198919.shtml"
"277",277,"新疆","李鹏新","副书记，区教工委书记","http://district.ce.cn/newarea/sddy/201704/24/t20170424_22255408_1.shtml"
"278",278,"新疆","肖开提·依明","常委、统战部部长","http://district.ce.cn/newarea/sddy/201701/13/t20170113_19585380.shtml"
"279",279,"新疆","徐海荣","常委、乌鲁木齐市委书记、乌昌党委书记","http://district.ce.cn/newarea/sddy/201702/27/t20170227_20536367.shtml"
"280",280,"新疆","李学军","常委、秘书长","http://district.ce.cn/newarea/sddy/201704/24/t20170424_22255408.shtml"
"281",281,"新疆","艾尔肯·吐尼亚孜","常委、政府副主席","http://district.ce.cn/newarea/sddy/201611/02/t20161102_17462124_9.shtml"
"282",282,"新疆","马学军","常委、组织部长","http://district.ce.cn/newarea/sddy/201611/02/t20161102_17462124_10.shtml"
"283",283,"新疆","田文","常委、宣传部长","http://district.ce.cn/newarea/sddy/201612/02/t20161202_18336475_1.shtml"
"284",284,"新疆","沙尔合提·阿汗","常委，总工会主席，政法委副书记，昌吉州党委书记","http://district.ce.cn/newarea/sddy/201703/20/t20170320_21151253.shtml"
"285",285,"新疆","罗东川<U+00A0>","常委、纪委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201705/04/t20170504_22538632.shtml"
"286",286,"辽宁","李希","中央候补委员，省委书记、省人大主任","http://district.ce.cn/newarea/sddy/201612/24/t20161224_19071619.shtml"
"287",287,"辽宁","陈求发","中央委员，副书记、省长","http://district.ce.cn/newarea/sddy/201612/24/t20161224_19071619_1.shtml"
"288",288,"辽宁","易炼红","常委、沈阳市委书记","http://district.ce.cn/newarea/sddy/201707/20/t20170720_24344161.shtml"
"289",289,"辽宁","谭作钧","常委、大连市委书记","http://district.ce.cn/newarea/sddy/201704/28/t20170428_22432602_1.shtml"
"290",290,"辽宁","李文章","常委、政法委书记","http://district.ce.cn/newarea/sddy/201612/24/t20161224_19071619_6.shtml"
"291",291,"辽宁","范卫平","常委、宣传部长","http://district.ce.cn/newarea/sddy/201612/24/t20161224_19071619_7.shtml"
"292",292,"辽宁","范继英","常委、统战部长<U+00A0>","http://district.ce.cn/newarea/sddy/201612/24/t20161224_19071619_8.shtml"
"293",293,"辽宁","张雷","常委、常务副省长<U+00A0>","http://district.ce.cn/newarea/sddy/201704/01/t20170401_21665361.shtml"
"294",294,"辽宁","廖建宇","常委、纪委书记","http://district.ce.cn/newarea/sddy/201706/03/t20170603_23403878.shtml"
"295",295,"辽宁","王正谱","常委、组织部长<U+00A0>","http://district.ce.cn/newarea/sddy/201612/24/t20161224_19071619_10.shtml"
"296",296,"辽宁","关志鸥","常委，总工会主席<U+00A0>","http://district.ce.cn/newarea/sddy/201704/01/t20170401_21672082_1.shtml"
"297",297,"辽宁","刘焕鑫","常委、省委秘书长","http://district.ce.cn/newarea/sddy/201704/05/t20170405_21741468.shtml"
"298",298,"黑龙江","张庆伟","中央委员，书记、人大主任","http://district.ce.cn/newarea/sddy/201706/30/t20170630_23948493.shtml"
"299",299,"黑龙江","陆昊","中央委员，副书记、省长","http://district.ce.cn/newarea/sddy/201705/03/t20170503_22517197_1.shtml"
"300",300,"黑龙江","陈海波","省委副书记","http://district.ce.cn/newarea/sddy/201706/02/t20170602_23387641_1.shtml"
"301",301,"黑龙江","张效廉","常委、宣传部部长","http://district.ce.cn/newarea/sddy/201705/03/t20170503_22517197_3.shtml"
"302",302,"黑龙江","王常松","常委、省纪委书记","http://district.ce.cn/newarea/sddy/201705/03/t20170503_22517197_4.shtml"
"303",303,"黑龙江","李海涛","常委、常务副省长","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23673323.shtml"
"304",304,"黑龙江","甘荣坤","常委、政法委书记","http://district.ce.cn/newarea/sddy/201705/03/t20170503_22517197_7.shtml"
"305",305,"黑龙江","王爱文","常委、组织部长 ","http://district.ce.cn/newarea/sddy/201705/03/t20170503_22517197_8.shtml"
"306",306,"黑龙江","张雨浦","常委、秘书长","http://district.ce.cn/newarea/sddy/201705/03/t20170503_22517197_9.shtml"
"307",307,"黑龙江","王兆力","常委、哈尔滨市委书记","http://district.ce.cn/newarea/sddy/201706/02/t20170602_23387641.shtml"
"308",308,"黑龙江","贾玉梅","常委，省政府党组副书记、副省长","http://district.ce.cn/newarea/sddy/201707/04/t20170704_24017086_1.shtml"
"309",309,"上海","韩正","中央政治局委员，市委书记","http://district.ce.cn/newarea/sddy/201212/26/t20121226_23978071_1.shtml"
"310",310,"上海","应勇","市委副书记，市长 ","http://district.ce.cn/newarea/sddy/201701/20/t20170120_19762278.shtml"
"311",311,"上海","翁铁慧","市委副书记 ","http://district.ce.cn/newarea/sddy/201704/24/t20170424_22259748_1.shtml"
"312",312,"上海","董云虎","常委、宣传部部长","http://district.ce.cn/newarea/sddy/201508/05/t20150805_6131823.shtml"
"313",313,"上海","许昆林","常委、纪委书记 ","http://district.ce.cn/newarea/sddy/201612/17/t20161217_18794255.shtml"
"314",314,"上海","彭沉雷","常委、组织部长","http://district.ce.cn/newarea/sddy/201707/28/t20170728_24555465.shtml"
"315",315,"上海","陈群","常委、常务副市长","http://district.ce.cn/newarea/sddy/201707/28/t20170728_24555465_1.shtml"
"316",316,"上海","肖贵玉","常委、政法委书记","http://district.ce.cn/newarea/sddy/201707/31/t20170731_24632996.shtml"
"317",317,"上海","翁祖亮","常委、浦东新区区委书记","http://district.ce.cn/newarea/sddy/201704/06/t20170406_21752062.shtml"
"318",318,"上海","诸葛宇杰","常委、秘书长","http://district.ce.cn/newarea/sddy/201705/12/t20170512_22780562_9.shtml"
"319",319,"江苏","李强","中央候补委员，书记，省人大主任","http://district.ce.cn/newarea/sddy/201702/10/t20170210_20103103.shtml"
"320",320,"江苏","黄莉新","中央候补委员，副书记、省长","http://district.ce.cn/newarea/sddy/201707/29/t20170729_24603264.shtml"
"321",321,"江苏","黄莉新","
            中央候补委员，副书记、常务副省长
            ","http://district.ce.cn/newarea/sddy/201707/24/t20170724_24403922.shtml"
"322",322,"江苏","杨岳","中央候补委员，常委、副省长","http://district.ce.cn/newarea/sddy/201611/22/t20161122_18026925_4.shtml"
"323",323,"江苏","李小敏","常委、无锡市委书记","http://district.ce.cn/newarea/sddy/201611/22/t20161122_18026925_5.shtml"
"324",324,"江苏","樊金龙","常委、省委秘书长","http://district.ce.cn/newarea/sddy/201611/22/t20161122_18026925_7.shtml"
"325",325,"江苏","王江","常委、宣传部长、统战部长","http://district.ce.cn/newarea/sddy/201612/27/t20161227_19161922.shtml"
"326",326,"江苏","蒋卓庆","常委、纪委书记","http://district.ce.cn/newarea/sddy/201611/22/t20161122_18026925_9.shtml"
"327",327,"江苏","王立科","
            常委、政法委书记、公安厅厅长
            ","http://district.ce.cn/newarea/sddy/201612/08/t20161208_18508682.shtml"
"328",328,"江苏","张敬华","常委、南京市委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201707/21/t20170721_24368905_1.shtml"
"329",329,"江苏","周乃翔","常委、苏州市委书记","http://district.ce.cn/newarea/sddy/201611/22/t20161122_18026925_11.shtml"
"330",330,"江苏","郭文奇","常委、组织部长","http://district.ce.cn/newarea/sddy/201705/31/t20170531_23356330.shtml"
"331",331,"浙江","车俊","中央委员，书记、省人大主任","http://district.ce.cn/newarea/sddy/201707/07/t20170707_24081822.shtml"
"332",332,"浙江","袁家军","副书记、省长","http://district.ce.cn/newarea/sddy/201708/01/t20170801_24727442_1.shtml"
"333",333,"浙江","唐一军","副书记，宁波市委书记 ","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23665597_2.shtml"
"334",334,"浙江","葛慧君","中央候补委员，常委、宣传部长","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23665597_3.shtml"
"335",335,"浙江","赵一德","常委、杭州市委书记","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23665597_4.shtml"
"336",336,"浙江","刘建超","常委、省纪委书记，省监察委主任","http://district.ce.cn/newarea/sddy/201707/07/t20170707_24082060.shtml"
"337",337,"浙江","任振鹤","常委、组织部长","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23665597_6.shtml"
"338",338,"浙江","陈金彪","常委、秘书长 ","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23665597_7.shtml"
"339",339,"浙江","徐加爱","常委、政法委书记、公安厅厅长 ","http://district.ce.cn/newarea/sddy/201708/01/t20170801_24727442.shtml"
"340",340,"浙江","冯飞","常委、常务副省长","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23665597_9.shtml"
"341",341,"浙江","周江勇","常委、温州市委书记","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23665597_10.shtml"
"342",342,"重庆","陈敏尔","中央委员，市委书记","http://district.ce.cn/newarea/sddy/201707/15/t20170715_24232278.shtml"
"343",343,"重庆","张国清","中央委员，副书记、市长","http://district.ce.cn/newarea/sddy/201705/24/t20170524_23181634_1.shtml"
"344",344,"重庆","唐良智","常委、政法委书记，副市长<U+00A0>","http://district.ce.cn/newarea/sddy/201705/24/t20170524_23181634_2.shtml"
"345",345,"重庆","吴存荣","常委、副市长，两江新区党工委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201705/24/t20170524_23181634_3.shtml"
"346",346,"重庆","张鸣","党组成员","http://district.ce.cn/newarea/sddy/201706/13/t20170613_23598539.shtml"
"347",347,"重庆","曾庆红","常委、组织部长","http://district.ce.cn/newarea/sddy/201705/24/t20170524_23181634_5.shtml"
"348",348,"重庆","陈雍","副市长","http://district.ce.cn/newarea/sddy/201705/24/t20170524_23181634_6.shtml"
"349",349,"重庆","王显刚","副市长<U+00A0>","http://district.ce.cn/newarea/sddy/201706/15/t20170615_23648400.shtml"
"350",350,"重庆","刘强","副市长","http://district.ce.cn/newarea/sddy/201706/06/t20170606_23456637.shtml"
"351",351,"重庆","陈绿平","常委，副市长，两江新区党工委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201706/07/t20170607_23474022.shtml"
"352",352,"重庆","陶长海","常委，统战部部长，渝中区委书记<U+00A0>","http://district.ce.cn/newarea/sddy/201706/06/t20170606_23447830.shtml"
"353",353,"重庆","杜和平","常委，万州区委书记","http://district.ce.cn/newarea/sddy/201706/07/t20170607_23476155.shtml"
"354",354,"重庆","胡文容","常委","http://district.ce.cn/newarea/sddy/201709/15/t20170915_25986098.shtml"
"355",355,"宁夏","石泰峰","中央候补委员，党委书记、区人大主任","http://district.ce.cn/newarea/sddy/201706/22/t20170622_23792910.shtml"
"356",356,"宁夏","咸辉","中央委员，副书记、主席","http://district.ce.cn/newarea/sddy/201706/10/t20170610_23549120_1.shtml"
"357",357,"宁夏","姜志刚","副书记、银川市委书记","http://district.ce.cn/newarea/sddy/201706/16/t20170616_23672151.shtml"
"358",358,"宁夏","徐广国","常委、政法委书记","http://district.ce.cn/newarea/sddy/201706/21/t20170621_23749430.shtml"
"359",359,"宁夏","张超超","副主席","http://district.ce.cn/zt/rwk/sf/nx/rs/201308/01/t20130801_24624507_2.shtml"
"360",360,"宁夏","马顺清","中央候补委员，常委、副主席","http://district.ce.cn/newarea/sddy/201706/10/t20170610_23549120_5.shtml"
"361",361,"宁夏","刘可为","常委、纪委书记","http://district.ce.cn/newarea/sddy/201603/24/t20160324_9778321.shtml"
"362",362,"宁夏","纪峥","常委、秘书长","http://district.ce.cn/newarea/sddy/201707/01/t20170701_23965299.shtml"
"363",363,"宁夏","盛荣华","政府秘书长","http://district.ce.cn/newarea/sddy/201302/05/t20130205_24098360.shtml"
"364",364,"宁夏","赵永清","常委、宣传部长","http://district.ce.cn/newarea/sddy/201706/10/t20170610_23549120_9.shtml"
"365",365,"宁夏","白尚成","常委、统战部长，银川市长<U+00A0>","http://district.ce.cn/newarea/sddy/201706/21/t20170621_23771623.shtml"
"366",366,"宁夏","张柱","常委、固原市委书记","http://district.ce.cn/newarea/sddy/201707/01/t20170701_23965299_1.shtml"
